review_id,restaurant_id,user_id,rating
169,188,5313,2
170,592,5619,4
171,160,496,1
172,852,3413,5
173,88,5750,4
174,472,7262,5
175,782,9115,3
176,872,661,5
177,363,2486,5
178,432,5143,2
179,979,812,1
180,719,5091,3
181,141,3811,1
182,76,7502,2
183,636,9640,1
184,815,4,3
185,269,8965,2
186,208,1573,2
187,798,4351,3
188,235,5480,4
189,450,1040,5
190,167,1496,4
191,801,7396,2
192,630,5862,2
193,625,998,1
194,957,1747,2
195,776,3968,4
196,934,4426,4
197,965,2112,2
198,687,6802,5
199,439,5996,3
200,409,603,4
201,327,4096,4
202,430,9549,3
203,570,740,2
204,207,5824,3
205,299,678,5
206,334,9593,3
207,825,6960,5
208,189,2960,2
209,20,6700,3
210,67,5264,4
211,333,1399,3
212,22,8191,2
213,552,403,1
214,934,1966,3
215,421,5588,1
216,482,48,3
217,985,2186,1
218,938,6144,2
219,979,2588,1
220,333,3019,1
221,741,2765,1
222,734,5408,4
223,619,3338,5
224,638,5128,4
225,514,9199,1
226,565,7630,5
227,238,7042,4
228,242,6067,4
229,414,8255,2
230,812,7710,3
231,808,8057,2
232,73,1681,3
233,897,396,2
234,345,4133,3
235,577,6066,2
236,127,7277,5
237,457,2568,1
238,432,8696,3
239,834,1790,1
240,921,7203,3
241,977,7992,4
242,980,1910,5
243,756,4923,3
244,140,1930,5
245,811,969,5
246,742,2669,3
247,77,3633,5
248,693,1023,4
249,150,6081,4
250,612,640,4
251,916,4075,4
252,357,4739,2
253,804,1735,3
254,285,6830,2
255,546,5568,2
256,179,236,4
257,796,8212,5
258,399,8510,3
259,433,4946,2
260,77,9538,2
261,188,8701,2
262,339,4045,5
263,15,7850,3
264,455,1687,2
265,77,1347,4
266,762,3290,1
267,486,9811,5
268,686,3098,3
269,221,6918,5
270,945,871,2
271,723,5014,4
272,470,2333,4
273,966,6639,4
274,371,903,3
275,958,7975,4
276,988,1465,1
277,185,9370,4
278,114,7975,2
279,864,2320,5
280,433,2446,2
281,103,7979,2
282,596,2984,3
283,336,537,5
284,492,9273,2
285,684,4090,1
286,370,1119,1
287,809,7484,5
288,198,3667,2
289,615,7010,5
290,721,7591,5
291,4,2076,2
292,46,1887,1
293,386,4029,2
294,915,2100,4
295,905,5880,2
296,89,6545,2
297,885,4489,5
298,759,283,3
299,943,5113,1
300,912,2292,4
301,372,522,3
302,617,106,5
303,602,1896,5
304,122,3435,3
305,925,4467,2
306,983,6208,5
307,291,5927,3
308,822,9348,4
309,261,5188,1
310,587,2592,2
311,707,8541,5
312,634,6475,3
313,888,8835,2
314,870,2978,5
315,389,7137,1
316,276,6452,2
317,620,6866,4
318,86,6551,4
319,689,8056,2
320,99,7927,3
321,570,3921,5
322,138,969,1
323,537,7223,5
324,18,2762,3
325,314,3796,3
326,326,5918,1
327,650,9852,5
328,69,1256,2
329,414,8399,1
330,615,9124,4
331,40,2865,2
332,562,9708,1
333,385,6752,3
334,484,5175,1
335,281,5878,4
336,123,8439,3
337,129,5916,4
338,58,2328,1
339,664,1158,5
340,379,4198,4
341,938,8695,2
342,775,3256,3
343,631,7261,5
344,464,2430,4
345,536,3464,3
346,375,6372,3
347,204,8712,1
348,647,8400,5
349,54,122,5
350,527,342,1
351,861,7308,3
352,509,7290,4
353,431,9648,2
354,340,6833,3
355,634,1083,5
356,656,2214,4
357,642,3810,1
358,556,34,4
359,320,1809,4
360,102,3126,3
361,859,260,2
362,445,543,2
363,125,1619,3
364,909,4056,2
365,960,8360,5
366,745,7890,1
367,469,8833,4
368,892,2659,3
369,427,7834,2
370,342,5331,1
371,328,1724,2
372,462,1883,4
373,28,5861,5
374,288,3762,5
375,565,3913,3
376,999,9507,2
377,138,2173,2
378,965,8559,2
379,293,1654,2
380,997,4267,4
381,248,3003,4
382,2,8731,4
383,689,3064,5
384,584,2868,4
385,843,9092,3
386,222,407,2
387,828,7753,2
388,575,7373,4
389,386,7162,5
390,616,4900,1
391,564,2684,3
392,295,3002,1
393,354,2119,1
394,714,4489,2
395,977,3364,3
396,268,7813,5
397,671,5082,1
398,312,8671,4
399,6,6591,3
400,424,9648,1
401,382,1955,4
402,514,6816,3
403,694,7281,4
404,253,7170,3
405,816,6917,4
406,509,248,1
407,502,5660,5
408,96,4992,2
409,692,4187,4
410,690,7072,4
411,382,6933,1
412,234,8284,4
413,907,4748,3
414,24,9297,5
415,347,5106,1
416,834,8482,4
417,773,1195,2
418,757,5854,2
419,448,1645,4
420,324,6375,1
421,711,9347,3
422,223,5406,1
423,624,2331,4
424,407,134,2
425,981,4430,3
426,578,5426,4
427,283,9501,4
428,326,9502,4
429,382,5398,1
430,895,3064,3
431,934,4086,4
432,451,3204,2
433,697,1913,3
434,11,9878,3
435,316,2099,4
436,266,7815,2
437,729,5355,2
438,595,6181,4
439,851,4069,5
440,192,5613,4
441,760,6089,5
442,498,345,4
443,295,4904,3
444,69,8907,4
445,968,3696,1
446,431,4611,4
447,10,3448,2
448,252,1078,1
449,898,3732,1
450,97,9806,4
451,905,2625,1
452,932,4761,4
453,246,5702,2
454,371,9796,2
455,56,8221,1
456,731,5982,4
457,348,4789,2
458,1,2715,1
459,43,7331,3
460,217,2783,4
461,398,4173,2
462,857,9241,2
463,623,3440,2
464,777,9062,1
465,43,9683,2
466,841,798,4
467,435,3771,4
468,542,4600,4
469,65,1422,2
470,768,2370,1
471,58,1959,2
472,952,7232,3
473,704,1895,5
474,417,2824,3
475,209,8115,4
476,516,8906,5
477,715,4361,4
478,984,2162,2
479,713,1233,5
480,249,6271,2
481,211,8014,1
482,453,4120,4
483,309,4521,5
484,636,499,4
485,143,3335,3
486,584,5804,1
487,592,2057,3
488,104,3536,2
489,943,9366,5
490,219,9466,3
491,575,5124,2
492,710,7332,4
493,543,1400,3
494,733,203,5
495,797,8553,5
496,51,9972,4
497,321,9173,4
498,235,6852,1
499,500,892,4
500,375,42,5
501,38,3822,3
502,219,7641,1
503,399,892,4
504,544,6771,1
505,227,4043,5
506,81,315,4
507,947,5581,3
508,330,9264,3
509,771,9649,4
510,988,1329,1
511,551,3270,5
512,747,1203,3
513,988,4130,5
514,262,2077,5
515,409,234,3
516,12,6958,2
517,40,6141,4
518,267,9190,3
519,449,2815,3
520,759,5376,4
521,124,1436,3
522,184,760,3
523,331,7556,4
524,133,1736,3
525,175,1794,5
526,479,3097,1
527,321,1161,1
528,2,6540,1
529,798,4534,3
530,188,4458,1
531,69,4370,2
532,523,2295,2
533,802,1128,2
534,447,5907,2
535,848,8241,2
536,515,6266,4
537,807,3356,2
538,293,5162,1
539,43,907,4
540,456,2550,4
541,598,3645,3
542,560,4852,1
543,232,1250,4
544,79,3609,3
545,969,5836,4
546,567,6215,5
547,309,6970,5
548,921,9014,5
549,912,1401,3
550,513,3510,3
551,335,1924,4
552,418,9822,3
553,379,8752,4
554,439,4994,5
555,707,4985,3
556,64,1702,5
557,634,9362,3
558,538,1298,4
559,884,9051,3
560,586,2130,3
561,511,1335,5
562,819,2425,3
563,73,2512,5
564,703,6207,2
565,409,8150,2
566,731,9463,2
567,300,1571,4
568,518,838,2
569,193,2802,2
570,988,2136,4
571,431,4222,2
572,565,9914,4
573,481,3037,4
574,935,5598,1
575,266,2000,5
576,402,5955,3
577,917,3214,2
578,954,4850,1
579,385,6874,1
580,324,4171,5
581,256,2715,3
582,202,9975,3
583,590,7287,4
584,923,8506,5
585,120,3089,3
586,402,5361,3
587,912,1665,4
588,953,3330,3
589,310,9690,1
590,882,4033,3
591,232,1312,5
592,909,5956,3
593,551,8814,4
594,240,125,5
595,305,3688,1
596,545,589,5
597,559,5045,5
598,418,2743,2
599,880,9499,1
600,885,4242,5
601,733,9695,5
602,177,1164,4
603,740,9659,5
604,729,153,5
605,893,9170,4
606,911,9828,4
607,578,8097,5
608,10,626,1
609,474,9009,4
610,331,2721,5
611,660,1216,3
612,685,7658,5
613,310,7798,3
614,606,1081,3
615,901,8649,5
616,481,1809,3
617,648,3986,4
618,76,1320,4
619,546,5046,1
620,131,615,2
621,602,6806,3
622,2,7899,3
623,40,932,3
624,492,5077,2
625,395,1972,4
626,380,6980,5
627,62,7132,2
628,838,5716,4
629,645,9355,3
630,632,954,3
631,46,1397,2
632,886,876,2
633,72,2002,4
634,952,5306,5
635,739,3073,1
636,209,2479,1
637,83,5848,1
638,200,1052,2
639,733,1956,3
640,612,6703,4
641,616,4088,4
642,808,7127,3
643,487,3459,3
644,585,93,4
645,319,9517,4
646,671,8713,1
647,321,8709,5
648,170,5355,4
649,614,1133,4
650,527,2263,1
651,751,7494,1
652,720,4760,1
653,14,7991,3
654,50,1774,5
655,97,2542,4
656,839,4561,3
657,14,262,3
658,369,7428,5
659,130,1082,3
660,553,3764,3
661,97,1712,1
662,358,1120,1
663,774,6939,4
664,693,877,5
665,331,9893,2
666,397,1235,1
667,216,8131,5
668,339,6258,3
669,216,5672,1
670,695,531,1
671,514,5677,1
672,823,2442,4
673,387,1175,5
674,868,3345,1
675,702,3972,2
676,548,2667,4
677,660,3893,3
678,243,8769,1
679,946,3896,2
680,376,2355,3
681,266,1278,2
682,675,4113,1
683,505,5122,4
684,560,8497,2
685,933,828,5
686,604,9654,1
687,896,8782,5
688,831,8118,2
689,712,5208,3
690,724,4538,3
691,84,4613,2
692,759,6727,4
693,820,183,3
694,384,4925,4
695,371,8831,4
696,126,8340,5
697,479,8757,2
698,399,5758,4
699,213,9007,2
700,955,1356,4
701,323,7402,4
702,852,3267,2
703,300,7600,3
704,842,9987,2
705,439,7190,4
706,601,4244,4
707,657,7592,5
708,939,2745,1
709,575,6969,4
710,311,4208,1
711,238,4217,1
712,658,3004,2
713,521,9637,3
714,998,8711,5
715,700,5576,2
716,540,763,3
717,336,378,2
718,106,9553,1
719,219,8232,5
720,261,6382,1
721,777,6593,3
722,830,3918,2
723,468,5878,1
724,223,61,4
725,913,4571,5
726,731,6740,5
727,754,9083,1
728,650,9247,5
729,144,9370,5
730,892,476,1
731,309,8949,3
732,781,4490,1
733,43,2468,4
734,887,5890,4
735,852,4850,2
736,374,5576,4
737,865,6075,4
738,664,1041,2
739,932,4536,3
740,891,1468,5
741,526,4676,1
742,449,8337,1
743,282,5581,3
744,98,5059,3
745,826,4850,2
746,970,274,5
747,473,7986,2
748,223,9591,3
749,179,7750,2
750,181,5979,2
751,196,668,5
752,100,2603,4
753,227,3846,1
754,846,5888,5
755,266,8139,5
756,300,6471,1
757,414,1951,3
758,337,4856,3
759,182,3639,2
760,617,1685,3
761,354,5557,2
762,565,1469,5
763,931,9130,1
764,266,1865,4
765,366,7576,1
766,42,5523,3
767,243,4953,3
768,944,8264,5
769,748,1660,2
770,889,1410,3
771,104,3471,4
772,543,370,4
773,197,7586,1
774,38,7745,5
775,840,7707,1
776,455,8807,4
777,368,1451,4
778,88,3610,3
779,328,2990,2
780,515,1524,4
781,129,2881,3
782,406,1737,5
783,457,2817,4
784,469,8619,5
785,80,6239,2
786,48,6390,5
787,837,6606,1
788,535,8102,4
789,899,999,4
790,287,5753,4
791,740,1620,1
792,640,4247,5
793,522,118,1
794,573,7731,4
795,443,502,2
796,480,2888,2
797,823,2890,4
798,131,5812,3
799,543,2241,3
800,935,7804,3
801,999,1497,5
802,324,7807,4
803,676,5074,3
804,693,1974,5
805,156,8736,5
806,203,2910,5
807,271,4738,3
808,889,1785,1
809,875,1889,3
810,912,4901,3
811,887,3032,4
812,428,8999,5
813,142,4352,5
814,83,1858,3
815,668,8752,3
816,939,3102,5
817,239,1591,5
818,519,5501,2
819,92,6528,5
820,443,6868,1
821,456,2418,5
822,866,1781,5
823,344,2028,3
824,530,6105,4
825,969,2859,4
826,90,7131,2
827,486,8769,2
828,856,2170,4
829,852,9641,3
830,137,6045,4
831,475,2843,4
832,930,7092,2
833,57,9415,4
834,397,7669,5
835,178,8347,3
836,909,7826,4
837,832,2400,3
838,908,6364,4
839,708,9171,4
840,717,337,3
841,746,3933,1
842,197,9724,5
843,549,1704,5
844,758,5552,3
845,849,7918,3
846,266,2343,4
847,503,5386,2
848,87,7180,5
849,720,2598,2
850,270,1198,3
851,499,5162,2
852,948,6960,1
853,183,4516,4
854,374,1213,1
855,735,5446,1
856,791,2036,1
857,355,1729,1
858,760,1971,1
859,555,9987,5
860,201,607,1
861,587,9449,4
862,607,8826,2
863,888,4414,4
864,475,8284,2
865,809,8424,1
866,524,7760,4
867,210,6682,5
868,930,222,2
869,675,5767,4
870,715,2233,2
871,456,9025,1
872,665,7671,3
873,621,974,2
874,597,1886,4
875,291,9560,1
876,871,9779,4
877,451,3067,5
878,374,7043,5
879,139,6471,2
880,890,6808,5
881,117,1732,3
882,816,3888,3
883,118,6474,2
884,12,3073,1
885,360,1102,2
886,67,4520,2
887,477,503,3
888,272,5746,2
889,948,3223,5
890,75,1658,4
891,907,4223,4
892,847,8463,1
893,964,3312,5
894,128,7000,4
895,622,4942,5
896,602,2828,2
897,481,265,4
898,910,3229,2
899,45,5313,5
900,84,5306,2
901,979,4943,1
902,438,2813,2
903,420,4933,4
904,629,4349,4
905,626,1997,4
906,204,9285,2
907,357,6538,1
908,184,6522,2
909,120,7135,4
910,899,8698,1
911,465,5655,4
912,726,4966,4
913,990,4059,4
914,660,1585,1
915,986,6688,4
916,874,9032,3
917,650,7625,3
918,720,8733,1
919,56,1879,1
920,104,9659,4
921,721,6537,1
922,846,4584,1
923,844,3495,1
924,161,9621,2
925,704,7525,3
926,294,5412,1
927,973,6058,5
928,923,5964,5
929,54,9110,5
930,2,3151,1
931,161,22,3
932,752,9076,1
933,828,2403,2
934,583,7155,5
935,227,3172,5
936,532,6032,2
937,399,6801,5
938,52,1180,5
939,359,6268,5
940,748,9949,3
941,669,8091,5
942,654,1843,3
943,213,3708,3
944,569,3071,5
945,309,1689,1
946,912,2240,3
947,352,8572,4
948,458,3168,1
949,842,4786,1
950,682,2445,1
951,110,1419,4
952,317,8919,4
953,380,9543,1
954,586,9768,4
955,834,7086,4
956,617,2263,5
957,978,3720,3
958,18,6452,1
959,956,8483,2
960,862,2553,4
961,188,8194,1
962,277,1250,4
963,643,5402,2
964,309,4961,3
965,682,5155,4
966,444,4804,4
967,652,9588,5
968,523,4632,4
969,612,6884,5
970,886,7813,1
971,692,3264,1
972,458,8545,4
973,449,9041,1
974,894,144,2
975,90,7997,2
976,903,46,3
977,293,1172,1
978,379,5436,3
979,411,1298,2
980,445,9151,2
981,596,5371,4
982,479,5247,2
983,402,7009,3
984,661,2499,4
985,158,9080,3
986,490,130,2
987,255,9967,3
988,317,9518,5
989,798,4891,5
990,368,3227,2
991,177,6939,5
992,161,7591,3
993,162,1663,1
994,84,6081,5
995,398,9213,3
996,9,9816,2
997,763,5898,5
998,763,9768,2
999,360,9619,1
1000,590,1869,3
